chunk,StateName,Crop,DistrictName,Year,Month,Day,Category,QueryType,Season,Sector
asked about control for leaf folder recommended to spray acephate 15 gmlit,Andhra Pradesh,9999,Krishna,2009,7,24,0,9999,Jayad,9999
asked about control for salinity in water esc to atic,Andhra Pradesh,9999,Krishna,2009,7,24,0,9999,Jayad,9999
asked about control for weeds recommended to spray redomyl 3gr 3gr mancozeblitre of water,Andhra Pradesh,9999,Krishna,2009,7,24,0,9999,Jayad,9999
asked about control for weeds recommended to spray redomyl,Andhra Pradesh,9999,Krishna,2009,7,25,0,9999,Jayad,9999
asked about control of rice stem borer recommended to spray carbofuran 3g granules 160gm cent area,Andhra Pradesh,1137,Krishna,2009,7,26,0,3,Jayad,Agriculture
asked about control for stem borer recommnded to spray paspomidon 1mllit,Andhra Pradesh,9999,Krishna,2009,7,26,0,9999,Jayad,9999
asked about control for weeds recommended to spray butaclore 15-2 litacre,Andhra Pradesh,9999,Krishna,2009,7,27,0,9999,Jayad,9999
asked about control for thrips recommended to spray carbaril 3gmlit,Andhra Pradesh,9999,Krishna,2009,7,28,0,9999,Jayad,9999
asked about the control of recommended to spray 10 ppm 24-d,Andhra Pradesh,9999,Krishna,2009,7,28,0,9999,Jayad,9999
asked about control for stem borer recommended to spray cartop hydrocloride 2gmlit,Andhra Pradesh,9999,Krishna,2009,7,28,0,9999,Jayad,9999
asked about the varieties recommended varieties are sindhurakiran lam-305334lca-353,Andhra Pradesh,9999,Krishna,2009,7,29,0,9999,Jayad,9999
asked about control for weeds recommended to spray butaclore 15 litacre,Andhra Pradesh,9999,Krishna,2009,7,29,0,9999,Jayad,9999
asked about the control of whitefly recommended to spray acephate 15glit of water,Andhra Pradesh,9999,Krishna,2009,7,30,0,9999,Jayad,9999
asked about the defeciency of zinc recommended for the application of zinc sulphate 2 gmltr,Andhra Pradesh,9999,Krishna,2009,7,31,0,9999,Jayad,9999
asked about information on dairy esc to ah,Andhra Pradesh,9999,Krishna,2009,8,1,0,9999,Jayad,9999
asked about information on biodiesel plants esc to atic,Andhra Pradesh,9999,Krishna,2009,8,1,0,9999,Jayad,9999
asked about control for weeds recommended to spray butaclore 15litacre,Andhra Pradesh,9999,Krishna,2009,8,2,0,9999,Jayad,9999
asked about weather data answer given as per data,Andhra Pradesh,9999,Krishna,2009,8,2,0,9999,Jayad,9999
asked about control for blast recommended to spray beam 120gm200litacre,Andhra Pradesh,9999,Krishna,2009,8,3,0,9999,Jayad,9999
asked about the control of zinc defeciency recommended for the aplication of zincsulphate 2 gmltr,Andhra Pradesh,9999,Krishna,2009,8,4,0,9999,Jayad,9999
asked about the loans and finances esc to ah,Andhra Pradesh,9999,Krishna,2009,8,4,0,9999,Jayad,9999
asked about control of weeds in raddish recommended to spray butachlore 2lt200lt water,Andhra Pradesh,9999,Krishna,2009,8,5,0,9999,Jayad,9999
asked about control of weds in paddy recommended to spray butachlore 2lt200lt water,Andhra Pradesh,9999,Krishna,2009,8,5,0,9999,Jayad,9999
asked about dairy farming esc to ah,Andhra Pradesh,9999,Krishna,2009,8,6,0,9999,Jayad,9999
asked about control for blast recommended to spray beam 120gm200lit acre,Andhra Pradesh,9999,Krishna,2009,8,6,0,9999,Jayad,9999
asked about control for iron defficiency recommended to spray annabedi 20gmlime salt 2gmlit water,Andhra Pradesh,9999,Krishna,2009,8,6,0,9999,Jayad,9999
asked about weather report no chance of rain,Andhra Pradesh,9999,Krishna,2009,8,6,0,9999,Jayad,9999
asked about control for bph recommended to spray carbaryl 3gmlit,Andhra Pradesh,9999,Krishna,2009,8,6,0,9999,Jayad,9999
asked about control for weeds recommended to spray allachlor 15litresacre,Andhra Pradesh,9999,Krishna,2009,8,7,0,9999,Jayad,9999
asked about control for case worm recommended to spray cloropyripos 2mllit,Andhra Pradesh,9999,Krishna,2009,8,7,0,9999,Jayad,9999
asked about control for leaf webber recommended to spray carbaryl 3gmlit,Andhra Pradesh,Ber,Krishna,2009,8,7,0,29,Jayad,Horticulture
asked about control for sucking pests damage recommended to spray rogor 2mllitre,Andhra Pradesh,9999,Krishna,2009,8,7,0,9999,Jayad,9999
asked about weather data answer given as per data,Andhra Pradesh,9999,Krishna,2009,8,10,0,9999,Jayad,9999
wanted written material on cultural practices and varieties and control measures of paddy esc to manage,Andhra Pradesh,9999,Krishna,2009,8,11,0,9999,Jayad,9999
asked for the fertilizer dosage in paddy main field preparation suggested to apply 10kg urea 30kg dap 30kg mop per acre at last puddling,Andhra Pradesh,9999,Krishna,2009,8,11,0,9999,Jayad,9999
asked for the control of weeds in paddy suggested to broadcast 24-d granules4kg butachlor 4kg mixed in 20kg sand in thin film of water stand,Andhra Pradesh,9999,Krishna,2009,8,11,0,9999,Jayad,9999
fertilzer application in maize suggested application of 88 120 26 kgs of urea ssp and mop per acre of land,Andhra Pradesh,1075,Krishna,2009,8,12,0,Fertilizer Use And Availability,Jayad,Agriculture
fertilizer application in paddy suggested application of 70 120 26 kgs of urea ssp and mop per acre of land,Andhra Pradesh,9999,Krishna,2009,8,12,0,9999,Jayad,9999
fertilizer application in paddy suggested application of 70 120 26 kgs of urea ssp and mop,Andhra Pradesh,9999,Krishna,2009,8,12,0,9999,Jayad,9999
asked for the fertilizer application in mainfield preparation of paddy suggested to apply 10kg urea 30kg dap 30kg mop per acre at last puddling,Andhra Pradesh,9999,Krishna,2009,8,12,0,9999,Jayad,9999
asked for the reclamation of zinc deficiency in paddy suggested to spray zinc sulphate 2gr per lit of water,Andhra Pradesh,9999,Krishna,2009,8,12,0,9999,Jayad,9999
hard weeds in unsowed land suggested spraying of gylcel 8ooml per acre,Andhra Pradesh,9999,Krishna,2009,8,13,0,9999,Jayad,9999
paddy is transplanted and want to has doubt apply gypsum esc to atic,Andhra Pradesh,9999,Krishna,2009,8,13,0,9999,Jayad,9999
asked for the available hybrids for bhendi crop informed that varsha vijay vishal nath shobha mahyco hybrid nos - 1 6 7 8 priya supriya are available hybrids fo rbhendi,Andhra Pradesh,9999,Krishna,2009,8,13,0,9999,Jayad,9999
asked for the control of weeds in paddy suggested to broadcast 24-d granules4kg butachlor 4kg mixed in 20kg sand in thin film of water stand,Andhra Pradesh,9999,Krishna,2009,8,13,0,9999,Jayad,9999
weedicide in paddy just after sowing suggested spraying of pretilachlore 800 ml per acre of land,Andhra Pradesh,9999,Krishna,2009,8,14,0,9999,Jayad,9999
asked for the fertilizer application in mainfield preparation of paddy suggested to apply 10kg urea 30kg dap 30kg mop per acre at last puddling,Andhra Pradesh,9999,Krishna,2009,8,14,0,9999,Jayad,9999
asked for the fertilizer application in mainfield preparation of paddy suggested to apply 10kg urea 30kg dap 30kg mop per acre at last puddling,Andhra Pradesh,9999,Krishna,2009,8,15,0,9999,Jayad,9999
asked about information on rabbits given a phone number 0402401511,Andhra Pradesh,Rabbit,Krishna,2009,8,18,0,45,Jayad,Animal Husbandry
asked about the control of stemborer recommended to spray chloripyriphos 25mllit of water,Andhra Pradesh,9999,Krishna,2009,8,18,0,9999,Jayad,9999
asked about the control of leaf webber recommended for the application of carboril 3 gmltr,Andhra Pradesh,Ber,Krishna,2009,8,18,0,29,Jayad,Horticulture
asked about the control of sucking pests recommended to spray methyl dematan 2mllit of water,Andhra Pradesh,9999,Krishna,2009,8,18,0,9999,Jayad,9999
asked about control of rice blast recommended to spray tricyclozole 06gmlt,Andhra Pradesh,1137,Krishna,2009,8,19,0,2,Jayad,Agriculture
asked about weather data answer given as per data,Andhra Pradesh,9999,Krishna,2009,8,19,0,9999,Jayad,9999
asked about the control of stemborer recommended to spray chloripyriphos 25mllit of water,Andhra Pradesh,9999,Krishna,2009,8,19,0,9999,Jayad,9999
asked about the sowing season for red gram as rabi crop informed that it is from sept-15 to oct-15,Andhra Pradesh,1037,Krishna,2009,8,20,0,1,Jayad,Agriculture
asked about control of weeds in paddy recommended to spray butachlore 15ltacrein 200lt water,Andhra Pradesh,9999,Krishna,2009,8,21,0,9999,Jayad,9999
asked about the control of stem borer recommended to spray acephate 15glit of water,Andhra Pradesh,9999,Krishna,2009,8,24,0,9999,Jayad,9999
asked about control of rice blast recommended to spray tricyclozole 06gmlt,Andhra Pradesh,1137,Krishna,2009,8,26,0,2,Jayad,Agriculture
asked about control of rice blast recommended to spray tricyclozole 06gmlt,Andhra Pradesh,1137,Krishna,2009,8,28,0,2,Jayad,Agriculture
asked about control of rice blast recommended to spray tricyclozole 06gmlt,Andhra Pradesh,1137,Krishna,2009,8,30,0,2,Jayad,Agriculture
asked about the control of blight recomended for the application of capton3glit,Andhra Pradesh,9999,Krishna,2009,8,30,0,9999,Jayad,9999
asked about the remedy for fe deffiency recommended to spray 20g annabedhi2g lemon saltlit of water,Andhra Pradesh,9999,Krishna,2009,9,3,0,9999,Jayad,9999
asked about the control of sucking pests recommended for the application of dimithaote 2mlltr,Andhra Pradesh,9999,Krishna,2009,9,3,0,9999,Jayad,9999
asked about the control of bph recommended to spray acephate 15glit of water,Andhra Pradesh,9999,Krishna,2009,9,4,0,9999,Jayad,9999
asked about control of zinc dificency recommended for the application of zinc sulphate 2grlit,Andhra Pradesh,9999,Krishna,2009,9,6,0,9999,Jayad,9999
asked about the control of bph recommended to spray acephate 15glit of water,Andhra Pradesh,9999,Krishna,2009,9,7,0,9999,Jayad,9999
asked about control of weeds recommended for the application of 24-d sodiumsalt 400gm in 200litacre,Andhra Pradesh,9999,Krishna,2009,9,9,0,9999,Jayad,9999
asked about control of sucking pests recommended for the application of imidachloprid 04mllit,Andhra Pradesh,9999,Krishna,2009,9,11,0,9999,Jayad,9999
asked about thev control of weeds recomended to spray paraquot 1litacre,Andhra Pradesh,9999,Krishna,2009,9,14,0,9999,Jayad,9999
asked about the control of weeds recomended to spray paraquot1litacre,Andhra Pradesh,9999,Krishna,2009,9,14,0,9999,Jayad,9999
asked about the control of stemborer recomended to spray cartaphydrochloride2glit,Andhra Pradesh,9999,Krishna,2009,9,14,0,9999,Jayad,9999
asked about the control of sucking pest recomended for the application of monocrotophos16mllit,Andhra Pradesh,9999,Krishna,2009,9,14,0,9999,Jayad,9999
asked bout the remedy for zn defficiency recommendec to spray znso4 2glit of water,Andhra Pradesh,9999,Krishna,2009,9,16,0,9999,Jayad,9999
asked about the control of sucking pest recomended for the application of methyldematon 2mllit,Andhra Pradesh,9999,Krishna,2009,9,23,0,9999,Jayad,9999
asked about the control of red mites recommended for the application of wettable sulphur 3gmltr,Andhra Pradesh,9999,Krishna,2009,9,23,0,9999,Jayad,9999
asked about control of stem borer recomended for the application of chloripyriphos 25mllit,Andhra Pradesh,9999,Krishna,2009,9,23,0,9999,Jayad,9999
asked about the control of gramcater pillar recomended to spray endosulfon 2mllit with npv virus solution 500lhec,Andhra Pradesh,1037,Krishna,2009,9,24,0,3,Jayad,Agriculture
asked about the control of gramcater pillar recomended to spray endosulfon 2mllit with npv virus solution 500lhec,Andhra Pradesh,1037,Krishna,2009,9,24,0,3,Jayad,Agriculture
asked about the control of thrips in chilli recommended to spray dimetoate 2mllit,Andhra Pradesh,1280,Krishna,2009,9,24,0,2,Jayad,Horticulture
asked about the control of thrips in chilli recommended to spray dimetoate 2mllit,Andhra Pradesh,1280,Krishna,2009,9,24,0,2,Jayad,Horticulture
asked about the control of fruit drop recomended for the application of multik 5-10glit,Andhra Pradesh,9999,Krishna,2009,9,25,0,9999,Jayad,9999
asked about the control of fruit drop recomended for the application of multik 5-10glit,Andhra Pradesh,9999,Krishna,2009,9,25,0,9999,Jayad,9999
asked about the control of zinc deficiency on standing crop advised to spray zinc sulphate 2grlittwo times with in a week,Andhra Pradesh,9999,Krishna,2009,9,25,0,9999,Jayad,9999
asked about the control of zinc deficiency on standing crop advised to spray zinc sulphate 2grlittwo times with in a week,Andhra Pradesh,9999,Krishna,2009,9,25,0,9999,Jayad,9999
asked about control of sucking pest recomended for the application of acephate 15mllit,Andhra Pradesh,9999,Krishna,2009,9,26,0,9999,Jayad,9999
asked about control of sucking pest recomended for the application of acephate 15mllit,Andhra Pradesh,9999,Krishna,2009,9,26,0,9999,Jayad,9999
asked about of control of iron deficency recomended for the application of annabedi 20-30gm with 2-3gm lemon saillit,Andhra Pradesh,9999,Krishna,2009,9,26,0,9999,Jayad,9999
asked about of control of iron deficency recomended for the application of annabedi 20-30gm with 2-3gm lemon saillit,Andhra Pradesh,9999,Krishna,2009,9,26,0,9999,Jayad,9999
asked about control of iron deficeny informed to that disage is annabedi 20-30gm2-3 lemonlit,Andhra Pradesh,9999,Krishna,2009,9,27,0,9999,Jayad,9999
asked about control of iron deficeny informed to that disage is annabedi 20-30gm2-3 lemonlit,Andhra Pradesh,9999,Krishna,2009,9,27,0,9999,Jayad,9999
asked about control of brown plant hopper recomende for the application of monochrotophos 15mllit,Andhra Pradesh,9999,Krishna,2009,9,28,0,9999,Jayad,9999
asked about control of brown plant hopper recomende for the application of monochrotophos 15mllit,Andhra Pradesh,9999,Krishna,2009,9,28,0,9999,Jayad,9999
asked about the control of sheatrot recomended for the application of carbandazim 05-10glit,Andhra Pradesh,9999,Krishna,2009,9,28,0,9999,Jayad,9999
asked about the control of sheatrot recomended for the application of carbandazim 05-10glit,Andhra Pradesh,9999,Krishna,2009,9,28,0,9999,Jayad,9999
saked about the control of jassids recommended to apply the paste of monocrotophoswater14near the base of stem,Andhra Pradesh,9999,Krishna,2009,9,28,0,9999,Jayad,9999
saked about the control of jassids recommended to apply the paste of monocrotophoswater14near the base of stem,Andhra Pradesh,9999,Krishna,2009,9,28,0,9999,Jayad,9999
asked about the varites informed to sow 81a99 81v48,Andhra Pradesh,9999,Krishna,2009,9,29,0,9999,Jayad,9999
asked about the control of powerymildew recomended for the application of dianocap 1mllit,Andhra Pradesh,9999,Krishna,2009,9,30,0,9999,Jayad,9999
asked about the control of thrips in chilli recommended to spray dimeth0ate 2mllit or monocrotophos 16mllit,Andhra Pradesh,1280,Krishna,2009,9,30,0,29,Jayad,Horticulture
asked about the prices of rice informed about the prices as min1500max3400,Andhra Pradesh,1137,Krishna,2009,9,30,0,6,Jayad,Agriculture
askeda bout the control for blast recommended to spray tricyclozole 25mllit of water,Andhra Pradesh,9999,Krishna,2009,10,1,0,9999,Jayad,9999
asked about the control of sucking pests recommended to spray methyldematon 2mllit of water,Andhra Pradesh,9999,Krishna,2009,10,1,0,9999,Jayad,9999
asked about sowing season informed to that sowing season is sep-oct,Andhra Pradesh,9999,Krishna,2009,10,1,0,9999,Jayad,9999
asked about vearities informed to that vearities are pushkalavijethakatandora sannalu,Andhra Pradesh,9999,Krishna,2009,10,2,0,9999,Kharif,9999
asked about rabi vearities informed that vearities are katandora sannaluvijethair36,Andhra Pradesh,9999,Krishna,2009,10,2,0,9999,Kharif,9999
asked about control of thrips recomended for the application of carboril 600gmacre,Andhra Pradesh,9999,Krishna,2009,10,2,0,9999,Kharif,9999
asked about the control of sheath blight recommended to spray hexaconozole 2mllit of water,Andhra Pradesh,9999,Krishna,2009,10,3,0,9999,Kharif,9999
asked about the varietes recomended varities are mtu-1010ir-64,Andhra Pradesh,9999,Krishna,2009,10,3,0,9999,Kharif,9999
asked about the control of spotted stem borer in maize recommended to spray endosulphan 2mllit on 20days crop,Andhra Pradesh,1075,Krishna,2009,10,3,0,3,Kharif,Agriculture
asked about the control of gramcatterpillar recomended to spray endosulfon 2mllit,Andhra Pradesh,1037,Krishna,2009,10,4,0,3,Kharif,Agriculture
asked about the weather informed as per the data available,Andhra Pradesh,9999,Krishna,2009,10,5,0,9999,Kharif,9999
